"namespace","name","table","count","colnames"
"broad-firecloud-tcga","TCGA_DLBC_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_DiagnosticPathologySlides_V1-0_DATA","participant",9656,"participant_id, diagnostic_image__uuid_and_filename, project_id, sample_type, submitter_id"
"broad-firecloud-tcga","TCGA_DiagnosticPathologySlides_V1-0_DATA","participant_set",32,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_ESCA_OpenAccess_V1-0_DATA","participant",185,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_ESCA_OpenAccess_V1-0_DATA","sample",377,"sample_id, clin__bio__nationwidechildrens_org__Level_1__auxiliary__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, cna__illuminahiseq_dnaseqc__hms_harvard_edu__Level_3__segmentation__seg, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminahiseq_rnaseq__bcgsc_ca__Level_3__exon_expression__data, rnaseq__illuminahiseq_rnaseq__bcgsc_ca__Level_3__gene_expression__data, rnaseq__illuminahiseq_rnaseq__bcgsc_ca__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id"
"broad-firecloud-tcga","TCGA_ESCA_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_ESCA_hg38_OpenAccess_GDCDR-12-0_DATA","participant",185,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_ESCA_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_ESCA_hg38_OpenAccess_GDCDR-12-0_DATA","sample",374,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_ESCA_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_GBM_OpenAccess_V1-0_DATA","participant",603,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_GBM_OpenAccess_V1-0_DATA","sample",1146,"sample_id, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__intgen_org__Level_1__clinical__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, cna__hg_cgh_244a__hms_harvard_edu__Level_3__segmentation__seg, cna__hg_cgh_244a__mskcc_org__Level_3__segmentation_data_computation__seg, cna__hg_cgh_415k_g4124a__hms_harvard_edu__Level_3__segmentation__seg, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirna__h_mirna_8x15k__unc_edu__Level_3__unc_DWD_Batch_adjusted__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, snp__humanhap550__hudsonalpha_org__Level_3__segmented_cna__seg, snp__humanhap550__hudsonalpha_org__Level_3__segmented_cnv__seg, snp__humanhap550__hudsonalpha_org__Level_3__segmented_loh__seg, tcga_sample_id, transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data, transcriptome__agilentg4502a_07_2__unc_edu__Level_3__unc_lowess_normalization_gene_level__data, transcriptome__ht_hg_u133a__broad_mit_edu__Level_3__gene_rma__data"
"broad-firecloud-tcga","TCGA_GBM_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_GBM_hg38_OpenAccess_GDCDR-12-0_DATA","participant",617,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_GBM_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_GBM_hg38_OpenAccess_GDCDR-12-0_DATA","sample",1140,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_GBM_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_HNSC_OpenAccess_V1-0_DATA","participant",528,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_HNSC_OpenAccess_V1-0_DATA","sample",1120,"sample_id, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__intgen_org__Level_1__clinical__clin, clin__bio__nationwidechildrens_org__Level_1__auxiliary__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, cna__illuminahiseq_dnaseqc__hms_harvard_edu__Level_3__segmentation__seg, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__exon_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__gene_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id"
"broad-firecloud-tcga","TCGA_HNSC_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_HNSC_hg38_OpenAccess_GDCDR-12-0_DATA","participant",528,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_HNSC_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_HNSC_hg38_OpenAccess_GDCDR-12-0_DATA","sample",1100,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_HNSC_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_KICH_OpenAccess_V1-0_DATA","participant",66,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_KICH_OpenAccess_V1-0_DATA","sample",132,"sample_id, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id"
"broad-firecloud-tcga","TCGA_KICH_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_KICH_hg38_OpenAccess_GDCDR-12-0_DATA","participant",113,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_KICH_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_KICH_hg38_OpenAccess_GDCDR-12-0_DATA","sample",132,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_KICH_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_KIRC_OpenAccess_V1-0_DATA","participant",536,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_KIRC_OpenAccess_V1-0_DATA","sample",1089,"sample_id, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__intgen_org__Level_1__clinical__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__exon_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__gene_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id, transcriptome__agilentg4502a_07_3__unc_edu__Level_3__unc_lowess_normalization_gene_level__data"
"broad-firecloud-tcga","TCGA_KIRC_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_KIRC_hg38_OpenAccess_GDCDR-12-0_DATA","participant",537,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_KIRC_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_KIRC_hg38_OpenAccess_GDCDR-12-0_DATA","sample",1087,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_KIRC_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_KIRP_OpenAccess_V1-0_DATA","participant",291,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_KIRP_OpenAccess_V1-0_DATA","sample",610,"sample_id, clin__bio__intgen_org__Level_1__biospecimen__clin, clin__bio__intgen_org__Level_1__clinical__clin, clin__bio__nationwidechildrens_org__Level_1__biospecimen__clin, clin__bio__nationwidechildrens_org__Level_1__clinical__clin, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminahiseq_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, protein_exp__mda_rppa_core__mdanderson_org__Level_3__protein_normalization__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__exon_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__gene_expression__data, rnaseq__illuminahiseq_rnaseq__unc_edu__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id, transcriptome__agilentg4502a_07_3__unc_edu__Level_3__unc_lowess_normalization_gene_level__data"
"broad-firecloud-tcga","TCGA_KIRP_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_KIRP_hg38_OpenAccess_GDCDR-12-0_DATA","participant",291,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_KIRP_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_KIRP_hg38_OpenAccess_GDCDR-12-0_DATA","sample",598,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_KIRP_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",13,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_LAML_OpenAccess_V1-0_DATA","participant",200,"participant_id, Age, Cohort, Gender"
"broad-firecloud-tcga","TCGA_LAML_OpenAccess_V1-0_DATA","sample",400,"sample_id, clin__bio__genome_wustl_edu__Level_1__biospecimen__clin, clin__bio__genome_wustl_edu__Level_1__clinical__clin, methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data, mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_isoform_expression__data, participant, rnaseq__illuminaga_rnaseq__bcgsc_ca__Level_3__exon_expression__data, rnaseq__illuminaga_rnaseq__bcgsc_ca__Level_3__gene_expression__data, rnaseq__illuminaga_rnaseq__bcgsc_ca__Level_3__splice_junction_expression__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__exon_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes_normalized__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms__data, rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_isoforms_normalized__data, sample_type, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg, snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg, tcga_sample_id"
"broad-firecloud-tcga","TCGA_LAML_OpenAccess_V1-0_DATA","sample_set",1,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_LAML_hg38_OpenAccess_GDCDR-12-0_DATA","participant",200,"participant_id, biospecimen_supplement__bcr_xml__uuid_and_filename, clinical_supplement__bcr_xml__uuid_and_filename, project_id, submitter_id"
"broad-firecloud-tcga","TCGA_LAML_hg38_OpenAccess_GDCDR-12-0_DATA","participant_set",3,"participant_set_id, participants"
"broad-firecloud-tcga","TCGA_LAML_hg38_OpenAccess_GDCDR-12-0_DATA","sample",341,"sample_id, GeneArray__DNAcopy__copy_number_segment__txt__uuid_and_filename, GeneArray__DNAcopy__masked_copy_number_segment__txt__uuid_and_filename, MethArray__Lift__methylation_beta_value__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__tsv__uuid_and_filename, miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__tsv__uuid_and_filename, miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__uuid_and_filename, participant, RNAseq__HTSeqCounts__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSeqFPKM__gene_expression_quantification__txt__uuid_and_filename, RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__uuid_and_filename, sample_type, submitter_id, WXS__MuSEAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__MuTect2AggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__SomSnipAggrMask__masked_somatic_mutation__maf__uuid_and_filename, WXS__VarScan2AggrMask__masked_somatic_mutation__maf__uuid_and_filename"
"broad-firecloud-tcga","TCGA_LAML_hg38_OpenAccess_GDCDR-12-0_DATA","sample_set",15,"sample_set_id, samples"
"broad-firecloud-tcga","TCGA_LGG_OpenAccess_V1-0_DATA","participant",516,"participant_id, Age, Cohort, Gender"
